,listing_id,date,rent,bedrooms,bathrooms,sqft,rent_sqft,fips_block,state,region,mpo_id,lng,lat,cars_tot,children_tot,persons_tot,workers_tot,age_of_head_med,income_med,hhs_tot,race_of_head_1,race_of_head_2,race_of_head_3,race_of_head_4,race_of_head_5,race_of_head_6,race_of_head_7,race_of_head_8,race_of_head_9,recent_mover_0,recent_mover_1,tenure_1,tenure_2
71660,6024409756,2017-02-28,2395.0,3.0,2.5,2220.0,1.07882882882883,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
71680,6024391545,2017-02-28,3300.0,2.0,2.5,1130.0,2.92035398230089,60855050093000,CA,sfbay,6197001.0,-121.95766200000001,37.415044,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
71823,6024855919,2017-03-01,1925.0,1.0,1.0,811.0,2.3736128236744802,60014414022011,CA,sfbay,6197001.0,-122.044308,37.577185,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
71872,6025047676,2017-03-01,1865.0,1.0,1.0,750.0,2.48666666666667,60014417002006,CA,sfbay,6197001.0,-122.008152,37.551706,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
71877,6025013021,2017-03-01,3200.0,2.0,2.0,1300.0,2.46153846153846,60750314003006,CA,sfbay,6197001.0,-122.458999,37.711342,791.0,117.0,1340.0,726.0,54.0,47000.0,478.0,105.0,91.0,2.0,1.0,1.0,151.0,1.0,76.0,50.0,395.0,83.0,169.0,309.0
71968,6025020671,2017-03-01,2350.0,2.0,1.5,1050.0,2.2380952380952404,60014417002000,CA,sfbay,6197001.0,-122.00623600000002,37.553863,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
72115,6024923142,2017-03-01,2495.0,1.0,1.0,671.0,3.71833084947839,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
72220,6024911208,2017-03-01,2705.0,1.0,1.0,835.0,3.23952095808383,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
72276,6024900995,2017-03-01,2535.0,1.0,1.0,704.0,3.6008522727272703,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
72284,6024897731,2017-03-01,2205.0,1.0,1.0,640.0,3.4453125,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
72321,6024882654,2017-03-01,2750.0,2.0,1.5,1050.0,2.61904761904762,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
72337,6024875982,2017-03-01,2325.0,2.0,2.0,951.0,2.44479495268139,60014414022011,CA,sfbay,6197001.0,-122.044394,37.577168,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
72389,6025142306,2017-03-01,2490.0,1.0,1.0,786.0,3.16793893129771,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
72469,6025116734,2017-03-01,2060.0,1.0,1.0,730.0,2.82191780821918,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
72480,6025112586,2017-03-01,2744.0,2.0,2.0,1039.0,2.6410009624639104,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
72498,6025103990,2017-03-01,2350.0,2.0,1.5,945.0,2.48677248677249,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
72539,6025070005,2017-03-01,2214.0,1.0,1.0,735.0,3.01224489795918,60014419251014,CA,sfbay,6197001.0,-121.96723200000001,37.554853,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
72623,6025230586,2017-03-01,2596.0,1.0,1.0,798.0,3.2531328320802,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
72640,6025226355,2017-03-01,1995.0,1.0,1.0,730.0,2.7328767123287703,60014423012005,CA,sfbay,6197001.0,-121.96077,37.530936,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
72662,6025185814,2017-03-01,4300.0,4.0,3.0,2006.0,2.1435692921236296,60133551143010,CA,sfbay,6197001.0,-121.913086,37.797332,5199.0,2023.0,6692.0,3288.0,49.0,149000.0,2204.0,1113.0,48.0,3.0,1.0,1.0,926.0,7.0,39.0,66.0,1884.0,320.0,1886.0,318.0
72719,6025192128,2017-03-01,2557.0,1.0,1.0,723.0,3.5366528354080202,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
72749,6015131746,2017-03-01,2050.0,1.0,1.0,650.0,3.15384615384615,60014413021006,CA,sfbay,6197001.0,-122.02117199999999,37.572235,1366.0,403.0,1808.0,740.0,54.0,70950.0,598.0,254.0,2.0,8.0,2.0,2.0,255.0,7.0,38.0,30.0,533.0,65.0,468.0,130.0
72768,6025429193,2017-03-01,1950.0,1.0,1.0,527.0,3.7001897533206805,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
72930,6025349996,2017-03-01,2650.0,1.0,1.0,805.0,3.29192546583851,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
72933,6025345221,2017-03-01,2395.0,1.0,1.0,664.0,3.60692771084337,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
72943,6025330301,2017-03-01,2650.0,2.0,2.0,870.0,3.04597701149425,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
73007,6025338716,2017-03-01,2480.0,1.0,1.0,768.0,3.2291666666666696,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
73297,6025578105,2017-03-01,3165.0,2.0,2.0,1100.0,2.87727272727273,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73302,6025575050,2017-03-01,2790.0,1.0,1.0,740.0,3.77027027027027,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73469,6025629932,2017-03-01,2525.0,1.0,1.0,664.0,3.80271084337349,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
73480,6025638115,2017-03-01,2971.0,2.0,2.0,1065.0,2.78967136150235,60855050093000,CA,sfbay,6197001.0,-121.95852,37.411607000000004,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73487,6025636686,2017-03-01,3003.0,2.0,2.0,1008.0,2.9791666666666696,60855050093000,CA,sfbay,6197001.0,-121.95852,37.411607000000004,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73488,6025636293,2017-03-01,2950.0,3.0,2.0,1720.0,1.71511627906977,60014414022000,CA,sfbay,6197001.0,-122.033772,37.583434000000004,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
73492,6025635375,2017-03-01,2458.0,1.0,1.0,734.0,3.34877384196185,60855050093000,CA,sfbay,6197001.0,-121.95852,37.411607000000004,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73539,6025619312,2017-03-01,2410.0,1.0,1.0,697.0,3.4576757532281204,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
73594,6025601284,2017-03-01,2518.0,1.0,1.0,796.0,3.16331658291457,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
73672,6025676644,2017-03-01,3240.0,1.0,1.0,1072.0,3.0223880597014903,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73675,6025675496,2017-03-01,2319.0,2.0,1.0,844.0,2.7476303317535495,60014414022010,CA,sfbay,6197001.0,-122.04286,37.576801,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
73678,6025661121,2017-03-01,3200.0,3.0,2.0,1600.0,2.0,60014429001022,CA,sfbay,6197001.0,-121.972602,37.521661,1666.0,354.0,2035.0,956.0,54.0,88650.0,700.0,348.0,53.0,15.0,1.0,4.0,194.0,9.0,40.0,36.0,681.0,19.0,522.0,178.0
73691,6025667811,2017-03-01,2525.0,1.0,1.0,856.0,2.94976635514019,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
73708,6025662835,2017-03-01,3955.0,3.0,2.0,1332.0,2.9692192192192204,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73727,6025656897,2017-03-01,2520.0,1.0,1.0,740.0,3.40540540540541,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73734,6025733374,2017-03-01,1499.0,1.0,1.0,400.0,3.7475,60855050093009,CA,sfbay,6197001.0,-121.94516899999999,37.409239,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73755,6025713678,2017-03-01,1500.0,0.0,1.0,400.0,3.75,60855050093009,CA,sfbay,6197001.0,-121.94516899999999,37.409239,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
73780,6025719136,2017-03-01,2000.0,1.0,1.0,550.0,3.6363636363636402,60014418001002,CA,sfbay,6197001.0,-121.99838000000001,37.561403999999996,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
74125,6026366506,2017-03-02,2525.0,1.0,1.0,664.0,3.80271084337349,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
74141,6026380997,2017-03-02,2515.0,1.0,1.0,702.0,3.5826210826210803,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
74222,6026354861,2017-03-02,2480.0,0.0,1.0,942.0,2.63269639065817,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
74341,6026503635,2017-03-02,1395.0,3.0,1.5,988.0,1.4119433198380602,60952517012008,CA,sfbay,6197001.0,-122.26676,38.120478999999996,1088.0,162.0,1343.0,650.0,55.0,35000.0,733.0,477.0,122.0,12.0,1.0,4.0,22.0,13.0,37.0,45.0,460.0,273.0,264.0,469.0
74376,6026492570,2017-03-02,2435.0,2.0,1.0,985.0,2.47208121827411,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
74428,6013990129,2017-03-02,2038.0,1.0,1.0,680.0,2.9970588235294104,60014417002031,CA,sfbay,6197001.0,-122.013972,37.544236,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
74450,6013993001,2017-03-02,2038.0,1.0,1.0,680.0,2.9970588235294104,60014417002031,CA,sfbay,6197001.0,-122.013972,37.544236,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
74482,6026455786,2017-03-02,2987.0,2.0,2.0,1184.0,2.52280405405405,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
74532,6026440249,2017-03-02,2441.0,1.0,1.0,734.0,3.3256130790190697,60855050093000,CA,sfbay,6197001.0,-121.95852,37.411607000000004,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
74578,6026420963,2017-03-02,2325.0,2.0,2.0,951.0,2.44479495268139,60014414022011,CA,sfbay,6197001.0,-122.04441499999999,37.5771,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
74589,6026590998,2017-03-02,2970.0,2.0,2.0,1072.0,2.7705223880597,60855050093003,CA,sfbay,6197001.0,-121.957254,37.412045,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
74626,6026579243,2017-03-02,2442.0,1.0,1.0,735.0,3.3224489795918397,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
74639,6026573024,2017-03-02,2319.0,2.0,1.0,844.0,2.7476303317535495,60014414022010,CA,sfbay,6197001.0,-122.04286,37.576801,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
74651,6026600444,2017-03-02,3955.0,3.0,2.0,1332.0,2.9692192192192204,60855050093003,CA,sfbay,6197001.0,-121.957233,37.412265999999995,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
74681,6026569304,2017-03-02,2395.0,2.0,2.0,945.0,2.53439153439153,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
74682,6026569068,2017-03-02,2640.0,1.0,1.0,740.0,3.5675675675675698,60855050093003,CA,sfbay,6197001.0,-121.957233,37.411977,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
74797,6026526207,2017-03-02,2827.0,1.0,1.0,925.0,3.05621621621622,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
74860,6026834464,2017-03-02,2765.0,1.0,1.0,702.0,3.9387464387464397,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
74877,6026829541,2017-03-02,2560.0,1.0,1.0,778.0,3.29048843187661,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
74884,6026835798,2017-03-02,3847.0,3.0,2.0,1440.0,2.6715277777777797,60855050093009,CA,sfbay,6197001.0,-121.9538,37.414755,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
74908,6026824878,2017-03-02,2490.0,1.0,1.0,758.0,3.2849604221635897,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
74948,6026941877,2017-03-02,2490.0,1.0,1.0,786.0,3.16793893129771,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
74980,6026930998,2017-03-02,1995.0,1.0,1.0,708.0,2.81779661016949,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
75026,6026917672,2017-03-02,3129.0,2.0,2.0,1185.0,2.64050632911392,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
75111,6026895505,2017-03-02,1695.0,0.0,1.0,450.0,3.7666666666666697,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
75231,6026977201,2017-03-02,3360.0,2.0,2.0,1108.0,3.03249097472924,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
75261,6027074434,2017-03-02,2680.0,1.0,1.0,749.0,3.5781041388518,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
75334,6027064430,2017-03-02,3280.0,2.0,2.0,1103.0,2.97370806890299,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
75637,6032273428,2017-03-06,2950.0,2.0,2.0,999.0,2.95295295295295,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
75716,6032245671,2017-03-06,2865.0,2.0,2.0,1184.0,2.4197635135135096,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
75868,6032729591,2017-03-06,3887.0,3.0,2.0,1440.0,2.69930555555556,60855050093009,CA,sfbay,6197001.0,-121.953778,37.414755,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
75974,6032684594,2017-03-06,2773.0,1.0,1.0,885.0,3.13333333333333,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
76185,6029704685,2017-03-07,2800.0,2.0,2.0,950.0,2.94736842105263,60855055002011,CA,sfbay,6197001.0,-121.968377,37.342667999999996,1323.0,438.0,1784.0,847.0,49.0,50510.0,718.0,450.0,37.0,5.0,1.0,2.0,151.0,2.0,48.0,22.0,550.0,168.0,329.0,389.0
76343,6033417695,2017-03-07,3100.0,3.0,2.0,1500.0,2.06666666666667,60014429001022,CA,sfbay,6197001.0,-121.972602,37.521661,1666.0,354.0,2035.0,956.0,54.0,88650.0,700.0,348.0,53.0,15.0,1.0,4.0,194.0,9.0,40.0,36.0,681.0,19.0,522.0,178.0
76345,6033430544,2017-03-07,2483.0,1.0,1.0,786.0,3.15903307888041,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
76348,6033429764,2017-03-07,3500.0,3.0,2.0,1467.0,2.38582140422631,60014417002015,CA,sfbay,6197001.0,-122.01387199999999,37.549136,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
76400,6026199094,2017-03-07,1595.0,1.0,1.0,580.0,2.75,60014423012005,CA,sfbay,6197001.0,-121.96137,37.530035999999996,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
76429,6026752537,2017-03-07,4250.0,2.0,1.0,1000.0,4.25,60750218003004,CA,sfbay,6197001.0,-122.429521,37.736033,460.0,139.0,732.0,434.0,52.0,87600.0,344.0,261.0,3.0,2.0,1.0,1.0,1.0,2.0,45.0,28.0,287.0,57.0,156.0,188.0
76465,6033785103,2017-03-07,2829.0,2.0,1.0,982.0,2.88085539714868,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
76624,6033732224,2017-03-07,1995.0,1.0,1.0,708.0,2.81779661016949,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
76633,6033730442,2017-03-07,2915.0,2.0,2.0,1184.0,2.4619932432432403,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
76793,6033964445,2017-03-07,3039.0,2.0,2.0,1008.0,3.0148809523809503,60855050093000,CA,sfbay,6197001.0,-121.95852,37.411607000000004,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
